category,user_id,product_group,item_name,clean,label_ground,rule_label,rule_conf,ml_label,ml_conf,pred_label,pred_source,flag_review,noise_flag
Medical,6737101ee4b6652240022e48,Thực phẩm chức năng,Vnm Collagen Viet,vnm collagen viet,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.801,Thực phẩm chức năng,ground-truth,0,False
Medical,6739d544074e345de30a2743,Thực phẩm chức năng,Sc Vnm Collagen Viet,sc vnm collagen viet,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.794,Thực phẩm chức năng,ground-truth,0,False
Medical,67481fec48d57bcee706d563,Thực phẩm chức năng,Banh Gao Dinh Duong Kun Canxi 140G (Xanh Duong 75093) (Goi),banh gao dinh duong kun canxi xanh duong 75093 goi,Thực phẩm chức năng,Khác,0.0,Thực phẩm chức năng,0.668,Thực phẩm chức năng,ground-truth,0,False
Medical,674099f57bb4a48f3d05ebea,Thực phẩm chức năng,Men Vi Sinh 10 Chủng Bioamicus,men vi sinh 10 chủng bioamicus,Thực phẩm chức năng,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.709,Thực phẩm chức năng,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Công Khám,công khám,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.839,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Xét Nghiệm,xét nghiệm,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.666,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Khám Tổng Quát,khám tổng quát,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.775,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Tổng Phân Tích Tế Bào Máu Ngoại Vi (Bằng Máy Đếm Laser),tổng phân tích tế bào máu ngoại vi bằng máy đếm laser,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.762,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Định Lượng Glucose (Máu),định lượng glucose máu,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.853,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Định Lượng Creatinin (Máu),định lượng creatinin máu,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.88,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Định Lượng Hdl-C (High Density Lipoprotein Cholesterol) (Máu),định lượng hdl-c high density lipoprotein cholesterol máu,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.802,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Định Lượng Triglycerid (Máu) (Máu),định lượng triglycerid máu máu,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.865,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Định Lượng Cholesterol Toàn Phần (Máu),định lượng cholesterol toàn phần máu,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.824,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Định Lượng Acid Uric (Máu),định lượng acid uric máu,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.886,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Tổng Phân Tích Nước Tiểu (Bằng Máy Tự Động),tổng phân tích nước tiểu bằng máy tự động,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.723,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Chụp Xquang Ngực Thẳng,chụp xquang ngực thẳng,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.666,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Siêu Âm Vú,siêu âm vú,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.817,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Siêu Âm Bụng,siêu âm bụng,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.817,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Siêu Âm Tim,siêu âm tim,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.849,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Định Lượng Ure Máu (Máu),định lượng ure máu máu,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.886,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Đo Điện Tim Thường (Ecg),đo điện tim thường ecg,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.668,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Siêu Âm Tuyến Giáp,siêu âm tuyến giáp,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.795,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Khám Nhi (Nd2),khám nhi nd2,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.862,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Phi Kham/Consultation Fee,phi kham/consultation fee,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.774,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Cong Thuc Mau Fbc/Full Blood Count,cong thuc mau fbc/full blood count,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.722,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Xet Nghiem Nhanh Benh Ho Hap 5 Trong 1 (Rsv+Cox2+Clu+Cb19+H1+Rsva Dot) / Respiratory:5-In-1 Antigen Rapid Test,xet nghiem nhanh benh ho hap 5 trong 1 rsv+cox2+clu+cb19+h1+rsva dot / respiratory 5-in-1 antigen rapid test,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.679,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Lay Mau Xet Nghiem/Blood Sampling Collect,lay mau xet nghiem/blood sampling collect,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.733,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Kham Nhi (Nd2),kham nhi nd2,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.83,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Khám Nhi (Nđ2),khám nhi nđ2,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.806,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Kham Ngoai,kham ngoai,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.862,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Dinh Luong Acid Uric [Mau],dinh luong acid uric mau,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.877,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Dinh Luong Creatinin [Mau],dinh luong creatinin mau,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.875,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Dinh Luong Ure Mau [Mau],dinh luong ure mau mau,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.876,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Tong Phan Tich Te Bao Mau Ngoai Vi,tong phan tich te bao mau ngoai vi,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.806,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Chup X-Quang Xuong Co Chan Thang,chup x-quang xuong co chan thang,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.758,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Kham Ngoai,kham ngoai,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.862,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Dinh Luong Acid Uric [Mau],dinh luong acid uric mau,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.877,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Dinh Luong Creatinin [Mau],dinh luong creatinin mau,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.875,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Dinh Luong Ure Mau [Mau],dinh luong ure mau mau,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.876,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,Tong Phan Tich Te Bao Man Ngoai,tong phan tich te bao man ngoai,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.758,Dịch vụ Y tế,ground-truth,0,False
Medical,679640255ec593a4b40db8e7,Dịch vụ y tế,"Chup X-Quang Xuong Co Chan Thang, Nghieng Hoac Chech (8 Hoac 2 Phim)",chup x-quang xuong co chan thang nghieng hoac chech 8 hoac 2 phim,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.759,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Phi Kham Nhi - Ngoai Gio/ Paediatric Consultation Fee - Out Of Office Hour,phi kham nhi - ngoai gio/ paediatric consultation fee - out of office hour,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.813,Dịch vụ Y tế,ground-truth,0,False
Medical,673854dc0936bba1c60e0c0f,Dịch vụ y tế,Cong Kham Vaccine,cong kham vaccine,Dịch vụ Y tế,Khác,0.0,Dịch vụ Y tế,0.758,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Dịch vụ y tế,Công Khám,công khám,Dịch vụ Y tế,Dịch vụ Y tế,0.85,Dịch vụ Y tế,0.839,Dịch vụ Y tế,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Sterimar Nose Hygiene Baby,sterimar nose hygiene baby,Thuốc,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.714,Thuốc,ground-truth,0,False
Medical,68d6a95c2f7243bd8e04e0e0,Thuốc,Natri Clorid Nho Mat Mui,natri clorid nho mat mui,Thuốc,Khác,0.0,Dụng cụ Y tế,0.461,Thuốc,ground-truth,0,False
Medical,689089abbdd8621d5f08b58a,Thuốc,Viên Ngậm Cho Bé Vị Cam Bipp C Dhg Pharma 35 Gói,viên ngậm cho bé vị cam bipp c dhg pharma,Thuốc,Khác,0.0,Thuốc,0.532,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,V.Rohto Vitamin 13Ml,v rohto vitamin,Thuốc,Khác,0.0,Thuốc,0.697,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Natri Clorid Nhỏ Mắt Mui,natri clorid nhỏ mắt mui,Thuốc,Khác,0.0,Thuốc,0.583,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Sterimar Blocked Nose Baby,sterimar blocked nose baby,Thuốc,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.768,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,Sterimar Hygiene And Comfort 50Ml Xit Ve Sinh Mui Cho Tre Em Tu 3 Tuoi - Nguoi Lon,sterimar hygiene and comfort xit ve sinh mui cho tre em tu 3 tuoi - nguoi lon,Thuốc,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.744,Thuốc,ground-truth,0,False
Medical,6738302ef1e23b66110f0287,Thuốc,Vien Ngam Strepsils Orange With Vitamin C 2X12,vien ngam strepsils orange with vitamin c 2x12,Thuốc,Khác,0.0,Thực phẩm chức năng,0.617,Thuốc,ground-truth,0,False
Medical,6738302ef1e23b66110f0287,Thuốc,Vien Ngam Strepsils Honey And Lemon 2X12,vien ngam strepsils honey and lemon 2x12,Thuốc,Khác,0.0,Thuốc,0.547,Thuốc,ground-truth,0,False
Medical,6737101ee4b6652240022e48,Thuốc,Strepsils Throat Irritation,strepsils throat irritation,Thuốc,Khác,0.0,Thuốc,0.54,Thuốc,ground-truth,0,False
Medical,67c8540c428f8a950d06364b,Thuốc,Avamys 27 Smcg Gsk 120 Dose,avamys 27 smcg gsk 120 dose,Thuốc,Khác,0.0,Thuốc,0.555,Thuốc,ground-truth,0,False
Medical,6736aa0be34b4d57540b586c,Thuốc,Sterimar Hygiene Baby 50Ml - Xịt Vệ Sinh Mũi Cho Trẻ Em Từ 0-3 Tuổi,sterimar hygiene baby - xịt vệ sinh mũi cho trẻ em từ 0-3 tuổi,Thuốc,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.722,Thuốc,ground-truth,0,False
Medical,6738241af0626a9b470be2f2,Thuốc,V.Rohto Vitamin 13Ml,v rohto vitamin,Thuốc,Khác,0.0,Thuốc,0.697,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,"Nasonex Nasal Spray 0,05% Bottle 60 Doses-Mometasone",nasonex nasal spray 0 05 bottle 60 doses-mometasone,Thuốc,Khác,0.0,Thuốc,0.579,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Sterimar Blocked Nose Baby-Nasal Spray Bottle 50Ml-Hypertonic Seawater Solution+Cu+Mn,sterimar blocked nose baby-nasal spray bottle -hypertonic seawater solution+cu+mn,Thuốc,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.692,Thuốc,ground-truth,0,False
Medical,673746f4bef12285b40fb794,Thuốc,Rohto Nosewash Spray Dd Xit,rohto nosewash spray dd xit,Thuốc,Khác,0.0,Dung dịch vệ sinh,0.613,Thuốc,ground-truth,0,False
Medical,6741cab6495362808f0acd38,Thuốc,"Nazoster 0,05% Nasal Spray",nazoster 0 05 nasal spray,Thuốc,Khác,0.0,Thuốc,0.525,Thuốc,ground-truth,0,False
Medical,67382de150e4047f5104fdfd,Thuốc,V.Rohto Vitamin 13Ml,v rohto vitamin,Thuốc,Khác,0.0,Thuốc,0.697,Thuốc,ground-truth,0,False
Medical,676257e62d2152bdc20cf253,Thuốc,Pmc Vien Ngam Herbal Lozeng,pmc vien ngam herbal lozeng,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.555,Thuốc,ground-truth,0,False
Medical,651ccefea4d1db690006ba12,Thuốc,Vien Ngam Khong Duong Hobezut Vinacare,vien ngam khong duong hobezut vinacare,Thuốc,Khác,0.0,Thuốc,0.541,Thuốc,ground-truth,0,False
Medical,67363423a7add49edd0cd2a5,Thuốc,Dung Dịch Nhỏ Mắt V.Rohto Dryeye 13Ml Bổ Sung Nước Mắt Nhân Tạo,dung dịch nhỏ mắt v rohto dryeye bổ sung nước mắt nhân tạo,Thuốc,Khác,0.0,Thuốc,0.519,Thuốc,ground-truth,0,False
Medical,673eb96904a195fed8067c88,Thuốc,Naphazolin 0.05% Danapha H/5Ml,naphazolin 0 05 danapha h/,Thuốc,Khác,0.0,Dung dịch vệ sinh,0.603,Thuốc,ground-truth,0,False
Medical,673830428a3108e3930908cc,Thuốc,Sterimar Blocked Nose Baby 50Ml - Xit Nghet Mui Cho Tre Em Tu 3 Thang - 3 Tuoi,sterimar blocked nose baby - xit nghet mui cho tre em tu 3 thang - 3 tuoi,Thuốc,Dụng cụ Y tế,1.0,Dung dịch vệ sinh,0.739,Thuốc,ground-truth,0,False
Medical,673743579682cea4f0088547,Thuốc,V.Rohto Vitamin 13Ml,v rohto vitamin,Thuốc,Khác,0.0,Thuốc,0.697,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,"Siro Ho, Bổ Phế Labebe 120Ml",siro ho bổ phế labebe,Thuốc,Thuốc,1.0,Thuốc,0.794,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,"Siro Ho, Bổ Phế Labbee 120Ml",siro ho bổ phế labbee,Thuốc,Thuốc,1.0,Thuốc,0.776,Thuốc,ground-truth,0,False
Medical,689eb5bb08d8148e4a0384b4,Thuốc,Livespo Colon Bổ Sung Nen V,livespo colon bổ sung nen v,Thuốc,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.622,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,"Siro Ho, Bổ Phế Labee 120Ml",siro ho bổ phế labee,Thuốc,Thuốc,1.0,Thuốc,0.776,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,"Siro Ho, Bổ Phế Bồi Mẫu Forte Mom And Baby Tắt Thành 125Ml",siro ho bổ phế bồi mẫu forte mom and baby tắt thành,Thuốc,Thuốc,1.0,Thuốc,0.768,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,"Siro Ho, Bổ Phế Bổ Máu Forte Mom And Baby Tất Thành 125Ml",siro ho bổ phế bổ máu forte mom and baby tất thành,Thuốc,Thuốc,1.0,Thuốc,0.727,Thuốc,ground-truth,0,False
Medical,68d0b02df1a1685ae00ee19c,Thuốc,Pnc Nacl 0.9% 500Ml,pnc nacl 0 9,Thuốc,Khác,0.0,Dung dịch vệ sinh,0.604,Thuốc,ground-truth,0,False
Medical,689089abbdd8621d5f08b58a,Thuốc,Probio Imexpharm 14 Gói,probio imexpharm,Thuốc,Khác,0.0,Thuốc,0.606,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,Dược Nam Anatop Pro Siro H,dược nam anatop pro siro h,Thuốc,Thuốc,1.0,Thuốc,0.597,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,"Siro Ho, Bộ Phế Bồi Mẫu Forte Mom And Baby Tát Thành 125Ml",siro ho bộ phế bồi mẫu forte mom and baby tát thành,Thuốc,Thuốc,1.0,Thuốc,0.709,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,Natri Clorid 0.9% Traphaco 10Ml,natri clorid 0 9 traphaco,Thuốc,Khác,0.0,Dung dịch vệ sinh,0.6,Thuốc,ground-truth,0,False
Medical,6737101ee4b6652240022e48,Thuốc,Pmc Mieng Dan Nong,pmc mieng dan nong,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.632,Thuốc,ground-truth,0,False
Medical,677f6f2e2a65f2b53f047c9c,Thuốc,Cidetuss Imexpharm 10X10,cidetuss imexpharm 10x10,Thuốc,Khác,0.0,Thuốc,0.791,Thuốc,ground-truth,0,False
Medical,6736845bf150fd02f000ab49,Thuốc,Salonpas Pain Relief Patch,salonpas pain relief patch,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.575,Thuốc,ground-truth,0,False
Medical,67380c2bf3ccefe0d8060769,Thuốc,Salonpas Jikabari Mieng Dan,salonpas jikabari mieng dan,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.713,Thuốc,ground-truth,0,False
Medical,67c8540c428f8a950d06364b,Thuốc,Siro Bo Sung Sat Fer + Multi Hatro 120Ml,siro bo sung sat fer + multi hatro,Thuốc,Thuốc,1.0,Thuốc,0.549,Thuốc,ground-truth,0,False
Medical,673618ca232d45a2bd02bc96,Thuốc,Tth18900101. Siro Rơ Prospan Đức - Xanh Lá - 100Ml (Chai),siro rơ prospan đức - xanh lá - chai,Thuốc,Thuốc,1.0,Thuốc,0.552,Thuốc,ground-truth,0,False
Medical,6736187f60a1f9cf2801f415,Thuốc,Salonpas 40 H/100 Cap,salonpas 40 h/100 cap,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.557,Thuốc,ground-truth,0,False
Medical,674801bb2e6252d98d0bb4fe,Thuốc,Livespo Clausy 25 Ong X 5Ml - Bao Tu Loi Khuan Khang Da Khang Sinh,livespo clausy 25 ong x - bao tu loi khuan khang da khang sinh,Thuốc,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.625,Thuốc,ground-truth,0,False
Medical,6738a4b9030eedb74a0b0145,Thuốc,Salonpas Jikabari Mieng Dan,salonpas jikabari mieng dan,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.713,Thuốc,ground-truth,0,False
Medical,673842171403182d62023861,Thuốc,Cidetuss Imexpharm 10X10,cidetuss imexpharm 10x10,Thuốc,Khác,0.0,Thuốc,0.791,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Altussin Syrup Bottle 60Ml-Dextromethorphan+Chlorpheniramine+Sodium Citrate+Ammonium Chloride+Glycerly Guaiacolate,altussin syrup bottle -dextromethorphan+chlorpheniramine+sodium citrate+ammonium chloride+glycerly guaiacolate,Thuốc,Khác,0.0,Thuốc,0.572,Thuốc,ground-truth,0,False
Medical,646b7058b7d6faddab0a5472,Thuốc,Natri Clorid 0.9 Vinh Phuc Smiles 1100Ml - Nuoc Muoi,natri clorid 0 9 vinh phuc smiles - nuoc muoi,Thuốc,Khác,0.0,Dung dịch vệ sinh,0.749,Thuốc,ground-truth,0,False
Medical,6739496c2c55c509fa002756,Thuốc,Siro Ho - Otosan Fortuss Cough Syrup,siro ho - otosan fortuss cough syrup,Thuốc,Thuốc,1.0,Thuốc,0.662,Thuốc,ground-truth,0,False
Medical,6794f73dc2aef5adc2080e7e,Thuốc,Ong Hit Mui Tiger Balm (1 Ong),ong hit mui tiger balm 1 ong,Thuốc,Khác,0.0,Thuốc,0.534,Thuốc,ground-truth,0,False
Medical,6741cab6495362808f0acd38,Thuốc,Enterogermina Gut Defense 2,enterogermina gut defense 2,Thuốc,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.623,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Thuoc / Drugs/Medicine 10Ml - Nacl + Natri Hyaluronate,thuoc / drugs/medicine - nacl + natri hyaluronate,Thuốc,Thuốc,1.0,Thuốc,0.689,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Thuoc / Drugs/Medicine 60Ml,thuoc / drugs/medicine,Thuốc,Thuốc,1.0,Thuốc,0.733,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Thuoc/ Drugs/Medicine 50Ml,thuoc/ drugs/medicine,Thuốc,Thuốc,1.0,Thuốc,0.733,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Thuoc/ Drugs/Medicine 10Ml Nacl Infusion,thuoc/ drugs/medicine nacl infusion,Thuốc,Thuốc,1.0,Thuốc,0.689,Thuốc,ground-truth,0,False
Medical,678f02534c1e64b6380b67f2,Thuốc,Enterogermina 2 Ty Sanofi 2X10 5Ml,enterogermina 2 ty sanofi 2x10,Thuốc,Thực phẩm chức năng,0.85,Thuốc,0.634,Thuốc,ground-truth,0,False
Medical,6741cab6495362808f0acd38,Thuốc,Pmc Natri Clorid 500Ml,pmc natri clorid,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.564,Thuốc,ground-truth,0,False
Medical,6739735d076961b7f907a991,Thuốc,Hoạt Huyết Dưỡng Não Vbp Traphaco 5X20,hoạt huyết dưỡng não vbp traphaco 5x20,Thuốc,Khác,0.0,Thuốc,0.63,Thuốc,ground-truth,0,False
Medical,6736d85fea24cc986d0c0cf4,Thuốc,"Siro Ho, Bo Phe Boi Mau Forte Mom And Baby Tat Thanh 12Sml",siro ho bo phe boi mau forte mom and baby tat thanh 12sml,Thuốc,Thuốc,1.0,Thuốc,0.63,Thuốc,ground-truth,0,False
Medical,673876e8ea88e3612b078260,Thuốc,Natri Clorid 0.9% Ft 500Ml Dung Dịch Vô Khuẩn,natri clorid 0 9 ft dung dịch vô khuẩn,Thuốc,Khác,0.0,Dung dịch vệ sinh,0.711,Thuốc,ground-truth,0,False
Medical,6738a4b9030eedb74a0b0145,Thuốc,Pmc Natri Clorid 500Ml,pmc natri clorid,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.564,Thuốc,ground-truth,0,False
Medical,67587b1b9a09e9e5470506be,Thuốc,Cidetuss Imexpharm 10X10,cidetuss imexpharm 10x10,Thuốc,Khác,0.0,Thuốc,0.791,Thuốc,ground-truth,0,False
Medical,673763cd34d5450d8d030284,Thuốc,Enterogermina 5Ml,enterogermina,Thuốc,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.393,Thuốc,ground-truth,0,False
Medical,67405c4dad5794ab150708a8,Thuốc,Pmc Natri Clorid 500Ml,pmc natri clorid,Thuốc,Dụng cụ Y tế,1.0,Thuốc,0.564,Thuốc,ground-truth,0,False
Medical,677a3a480dd2edf80400a6f6,Thuốc,Cidetuss Imexpharm 10X10,cidetuss imexpharm 10x10,Thuốc,Khác,0.0,Thuốc,0.791,Thuốc,ground-truth,0,False
Medical,67678a166e193cb2e90e956f,Thuốc,Thuoc Ho Nguoi Lon Opc 90Ml,thuoc ho nguoi lon opc,Thuốc,Thuốc,1.0,Thuốc,0.612,Thuốc,ground-truth,0,False
Medical,6736aa089441977aa60b9ecd,Thuốc,Cao Ich Mau Opc 180Ml,cao ich mau opc,Thuốc,Khác,0.0,Thuốc,0.481,Thuốc,ground-truth,0,False
Medical,6735ff007bf8a388030c762a,Thuốc,Natri Clorid 0.9 Vinh Phuc Smiles 600Ml - Nuoc Muoi,natri clorid 0 9 vinh phuc smiles - nuoc muoi,Thuốc,Khác,0.0,Dung dịch vệ sinh,0.749,Thuốc,ground-truth,0,False
Medical,67380c2bf3ccefe0d8060769,Thuốc,"Thuocol Children'S Susp, 60",thuocol children's susp 60,Thuốc,Khác,0.0,Thuốc,0.581,Thuốc,ground-truth,0,False
Medical,67433b7f5b2b7230f106e7a8,Thuốc,Hoạt Huyết Dưỡng Não Vbp Traphaco 5X20,hoạt huyết dưỡng não vbp traphaco 5x20,Thuốc,Khác,0.0,Thuốc,0.63,Thuốc,ground-truth,0,False
Medical,674727b882ba5d4db3073522,Thuốc,Livespo Dia 30 Men Vi Sinh,livespo dia 30 men vi sinh,Thuốc,Thực phẩm chức năng,0.85,Thực phẩm chức năng,0.674,Thuốc,ground-truth,0,False
Medical,67399cf8dd88c143010e544d,Thuốc,Augmentin Bd Tab 625Mg,augmentin bd tab 625mg,Thuốc,Thuốc,1.0,Thuốc,0.713,Thuốc,ground-truth,0,False
Medical,6738302ef1e23b66110f0287,Thuốc,Cefixim 200Mg Cophavina 2X10,cefixim 200mg cophavina 2x10,Thuốc,Khác,0.0,Thuốc,0.73,Thuốc,ground-truth,0,False
