item_name,clean,pred_label
Methylprednisolon 4Mg Kh 10X10,methylprednisolon 4mg kh 10x10,Thuốc
Prednisolone 5Mg Stella 200V,prednisolone 5mg stella 200v,Thuốc
Methylprednisolon 4Mg Kh 10X10,methylprednisolon 4mg kh 10x10,Thuốc
Famsione Tab 5Mg-Prednisone,famsione tab 5mg-prednisone,Thuốc
Medrol 16Mg (3*10) Wdb - Methylprednisolone 16Mg,medrol 16mg 3 10 wdb - methylprednisolone 16mg,Thuốc
Medrol 16Mg 30V/H,medrol 16mg 30v/h,Thuốc
Medrol Tab 16Mg,medrol tab 16mg,Thuốc
Medrol 4Mg Pfizer 3X10,medrol 4mg pfizer 3x10,Thuốc
Methylprednisolon 4Mg Kh 10X10,methylprednisolon 4mg kh 10x10,Thuốc
Methylprednisolon 4Mg Kh 10X10,methylprednisolon 4mg kh 10x10,Thuốc
Methylprednisolon 4Mg Kh 10X10,methylprednisolon 4mg kh 10x10,Thuốc
Methylprednisolone Blue 4Mg Kh 100V,methylprednisolone blue 4mg kh 100v,Thuốc
Methylprednisolon 4Mg Kh 10X10,methylprednisolon 4mg kh 10x10,Thuốc
Dexamethasone 0.5Mg Mekophar 10X20,dexamethasone 0 5mg mekophar 10x20,Thuốc
Vita C Glucose Mekophar 24V - Hộp 46 Gói,vita c glucose mekophar 24v - hộp,Thuốc
Tranamin Tablets 500Mg,tranamin tablets 500mg,Thuốc
Agiclovir 5% Agimexpharm,agiclovir 5 agimexpharm,Thuốc
Plavix 75 Sanofi 1X14,plavix 75 sanofi 1x14,Thuốc
Pediakid 22 Vitamin 125Ml,pediakid 22 vitamin,Thuốc
Vitamin C 1000Mg + Zinc,vitamin c 1000mg + zinc,Thuốc
Lostad Hgt 50/12.5 Stella 3X10,lostad hgt 50/12 5 stella 3x10,Thuốc
Vitamin C 500Mg Khapharco 10X10,vitamin c 500mg khapharco 10x10,Thuốc
Berocca Bayer 10V,berocca bayer 10v,Thuốc
Cefadroxil 500Mg Domesco 2X10,cefadroxil 500mg domesco 2x10,Thuốc
Dextromethorphan 15Mg Tipharco 10X10,dextromethorphan 15mg tipharco 10x10,Thuốc
Betaserc 16Mg Abbott 3X20,betaserc 16mg abbott 3x20,Thuốc
Viên Sủi Kudos Daily Vitamins Plus Biotin & Ginseng Hương Cam 20V,viên sủi kudos daily vitamins plus biotin & ginseng hương cam 20v,Thuốc
Calcium Corbiere Kids Extra Sanofi 5Ml,calcium corbiere kids extra sanofi,Thuốc
Vien Uong Bo Sung Vitamin C 500Mg Nature'S Bounty 100V,vien uong bo sung vitamin c 500mg nature's bounty 100v,Thuốc
Berberin 100Mg Domesco 100V,berberin 100mg domesco 100v,Thuốc
Lostad Hct 50/12.5 Stella 3X10,lostad hct 50/12 5 stella 3x10,Thuốc
Alphachymotrypsin Glomed 4200 Abbott 2X10,alphachymotrypsin glomed 4200 abbott 2x10,Thuốc
Alpha Choay Chymotrypsine Sanofi 2X15,alpha choay chymotrypsine sanofi 2x15,Thuốc
Alpha Choay Chymotrypsine Sanofi 2X15,alpha choay chymotrypsine sanofi 2x15,Thuốc
Alpha Choay Chymotrypsine: Sanofi 2X15,alpha choay chymotrypsine sanofi 2x15,Thuốc
Alpha Choay Chymotrypsine Sanofi Zx15,alpha choay chymotrypsine sanofi zx15,Thuốc
Alpha Choay Chymotrypsine Sanofi 2X15,alpha choay chymotrypsine sanofi 2x15,Thuốc
Alpha Choay Chymotrypsine Sanofi 2X15,alpha choay chymotrypsine sanofi 2x15,Thuốc
Alpha Choay Chymotrypsine Sanofi,alpha choay chymotrypsine sanofi,Thuốc
Alpha Choay Chymotrypsine Sanofi,alpha choay chymotrypsine sanofi,Thuốc
Alpha Choay Chymotrypsine Sanofi 2X15,alpha choay chymotrypsine sanofi 2x15,Thuốc
Alpha Choay Chymotrypsine: Sanofi 2X15,alpha choay chymotrypsine sanofi 2x15,Thuốc
Vitamin C 500Mg Khapharco 10X10,vitamin c 500mg khapharco 10x10,Thuốc
Canesten Cream 1% Bayer 5G,canesten cream 1 bayer,Thuốc
Vitamin 3B Extra 100Mg + 100Mg,vitamin 3b extra 100mg + 100mg,Thuốc
Vitamin 3B Extra,vitamin 3b extra,Thuốc
Thuoc Dieu Tri Cac Benh Da,thuoc dieu tri cac benh da,Thuốc
Alphachymotrypsin Glomed,alphachymotrypsin glomed,Thuốc
Acemuc 200Mg Acetylcystein Sanofi 3X10V-(Viên),acemuc 200mg acetylcystein sanofi 3x10v- viên,Thuốc
Alpha Choay (Hop 2 Vi X 15 Vien),alpha choay hop 2 vi x 15 vien,Thuốc
Vien Uong Bo Sung Vitamin C 500Mg Nature'S Bounty 100V,vien uong bo sung vitamin c 500mg nature's bounty 100v,Thuốc
Alpha Choay (2*15) - Alphachymotrypsin 21 Microkarats,alpha choay 2 15 - alphachymotrypsin 21 microkarats,Thuốc
Tfeasdin 60 Khapharco 10X10,tfeasdin 60 khapharco 10x10,Thuốc
Hoat Huyet Nhat Nhat,hoat huyet nhat nhat,Thuốc
Hoat Huyet Nhat Nhat,hoat huyet nhat nhat,Thuốc
Duphaston Abbott 1X20,duphaston abbott 1x20,Thuốc
Hoat Huyet Nhat Nhat,hoat huyet nhat nhat,Thuốc
Hoat Huyet Nhat Nhat,hoat huyet nhat nhat,Thuốc
Vitaminc 500Mg Khapharco 10X10,vitaminc 500mg khapharco 10x10,Thuốc
Duphaston 10 H/20V,duphaston 10 h/20v,Thuốc
Alpha Choay 4200Iu,alpha choay 4200iu,Thuốc
Vitamin C 500Mg Khapharco 10X10,vitamin c 500mg khapharco 10x10,Thuốc
Loratadin 10Mg Traphaco H/10V,loratadin 10mg traphaco h/10v,Thuốc
Serc 8 Tab 8Mg,serc 8 tab 8mg,Thuốc
Vitamin C 500Mg Khapharco 10X10,vitamin c 500mg khapharco 10x10,Thuốc
Fefasdin 60 Khapharco 10X10,fefasdin 60 khapharco 10x10,Thuốc
Vitamin C 500Mg Khapharco 10X10,vitamin c 500mg khapharco 10x10,Thuốc
Felodipine 5Mg Stella 10X10,felodipine 5mg stella 10x10,Thuốc
Glomcit-M Glomed,glomcit-m glomed,Thuốc
Alpha Choay 4200Iu,alpha choay 4200iu,Thuốc
"Alphachymotrypsin (Alphachymotrypsin Choyd), 21 Microkatalas (3A, Viên) (Sanofi, Việt Nam)",alphachymotrypsin alphachymotrypsin choyd 21 microkatalas 3a viên sanofi việt nam,Thuốc
Acyclovir Stada 2G,acyclovir stada,Thuốc
Semozine Capsule 80Mg,semozine capsule 80mg,Thuốc
Vitamin C 500Mg Khapharco 10X10,vitamin c 500mg khapharco 10x10,Thuốc
Berberin 100Mg Domesco 100V,berberin 100mg domesco 100v,Thuốc
Telfast Hd 180Mg,telfast hd 180mg,Thuốc
Telfast Bd 60Mg,telfast bd 60mg,Thuốc
Viêm hô hấp trên,viêm hô hấp trên,Thuốc
Viêm họng thông thường,viêm họng thông thường,Thuốc
GEL ACMEGEL MEDIPHARCO 15G,gel acmegel medipharco,Thuốc
SYNATURA SYRUP AHNGOOK 9 GÓI X 10ML,synatura syrup ahngook x,Thuốc
OSLA MERAP 15ML,osla merap,Thuốc
DOROGYNE 750000IU/125MG,dorogyne 750000iu/125mg,Thuốc
MEDROL TAB 16MG,medrol tab 16mg,Thuốc
ALAXAN,alaxan,Thuốc
PANADOL EXTRA 15X12 ĐỎ,panadol extra 15x12 đỏ,Thuốc
COLDACMIN FLU DHG 10X10,coldacmin flu dhg 10x10,Thuốc
THUỐC CẮT LIÊU VX G,thuốc cắt liêu vx g,Thuốc
Viêm hô hấp trên,viêm hô hấp trên,Thuốc
Eugica Fort Mega We Care 10x10,eugica fort mega we care 10x10,Thuốc
HAPACOL 650MG DHG 10X5,hapacol 650mg dhg 10x5,Thuốc
DEXTROMETHORPHAN 15MG TIPHARCO 10X10,dextromethorphan 15mg tipharco 10x10,Thuốc
ACEMUC 200 SANOFI 3X10,acemuc 200 sanofi 3x10,Thuốc
CLEDAMOX 1000MG TENAMYD 2X7,cledamox 1000mg tenamyd 2x7,Thuốc
PREDNISON 5MG DOMESCO 10X10,prednison 5mg domesco 10x10,Thuốc
ACEMUC KIDS 200 SANOFI 30 GÓI,acemuc kids 200 sanofi,Thuốc
MEDROL 16MG,medrol 16mg,Thuốc
CREDERM LOTION - HỘP 40ML,crederm lotion - hộp,Thuốc
AERIUS TAB 5MG,aerius tab 5mg,Thuốc
THUỐC CAT LIEU NBD,thuốc cat lieu nbd,Thuốc
ALEUCIN 500MG,aleucin 500mg,Thuốc
VIÊM HÔ HẤP TRÊN (T DESLORATADIN 2.5MG AN THIÊN 30 ỐNG X 5ML),viêm hô hấp trên t desloratadin 2 5mg an thiên x,Thuốc
TATANOL 500MG VBP,tatanol 500mg vbp,Thuốc
CELEBREX 200MG,celebrex 200mg,Thuốc
MEDROL TAB 16MG,medrol tab 16mg,Thuốc
DYONAL TABLETS 50MG,dyonal tablets 50mg,Thuốc
"Siro ho, bổ phế Lábebe 120ml",siro ho bổ phế lábebe,Thuốc
Allerfar 4 Pharmedic 10X20,allerfar 4 pharmedic 10x20,Thuốc
VIÊM HÔ HẤP TRÊN,viêm hô hấp trên,Thuốc
"SIRO HO, BỔ PHẾ LABEBE 120ML",siro ho bổ phế labebe,Thuốc
"Viên uống Neurocard Max Luca Pharma hỗ trợ chức năng hệ tim mạch, tuần hoàn máu",viên uống neurocard max luca pharma hỗ trợ chức năng hệ tim mạch tuần hoàn máu,Thực phẩm chức năng
Thực phẩm bảo vệ sức khỏe Enterogermina,thực phẩm bảo vệ sức khỏe enterogermina,Thực phẩm chức năng
ENTEROGERMINA GUT DEFENSE 2,enterogermina gut defense 2,Thực phẩm chức năng
Morningkids Multivitamin 150ml,morningkids multivitamin,Thực phẩm chức năng
"GROWSKIN (VITAMIN C 200mg, kẽm gluconat 70mg, Vitamin E 12mg) - viên - #422207270",growskin vitamin c 200mg kẽm gluconat 70mg vitamin e 12mg - viên -,Thực phẩm chức năng
Thực phẩm bảo vệ sức khỏe Corbiere Calcium Plus,thực phẩm bảo vệ sức khỏe corbiere calcium plus,Thực phẩm chức năng
Combo 2 Thực phẩm bảo vệ sức khỏe Enter...,combo 2 thực phẩm bảo vệ sức khỏe enter,Thực phẩm chức năng
Combo 2 Thực phẩm bảo vệ sức khỏe Enterogermina,combo 2 thực phẩm bảo vệ sức khỏe enterogermina,Thực phẩm chức năng
Combo 2 Thực phẩm bảo vệ sức khỏe Enteregermina,combo 2 thực phẩm bảo vệ sức khỏe enteregermina,Thực phẩm chức năng
Thực phẩm bảo vệ sức khỏe Enterogermina,thực phẩm bảo vệ sức khỏe enterogermina,Thực phẩm chức năng
Nước bù điện giải Kamizol vị dâu 250ml,nước bù điện giải kamizol vị dâu,Thực phẩm chức năng
Colicare Drops (Chai 15ml),colicare drops chai,Thực phẩm chức năng
EnteroGERMINA (2 TỶ BẢO TỬ/5ML- ỐNG 5ML),enterogermina 2 tỷ bảo tử/ - ống,Thực phẩm chức năng
Suplizinc 70mg (Gói),suplizinc 70mg gói,Thực phẩm chức năng
"Ziusa (LỌ 22,5ML)",ziusa lọ,Thực phẩm chức năng
EnteroGERMINA (2 tỷ bào tử/5ml-ống 5ml),enterogermina 2 tỷ bào tử/ -ống,Thực phẩm chức năng
Colicare Drops (Chai 15ml),colicare drops chai,Thực phẩm chức năng
POVIDINE 10% 20ML,povidine 10,Dụng cụ Y tế
DR.PAPIE GẠC RĂNG MIỆNG EM,dr papie gạc răng miệng em,Dụng cụ Y tế
Gel Bôi Neothera Agnes Hỗ Trợ Điều Trị Mụn 15ml,gel bôi neothera agnes hỗ trợ điều trị mụn,Dụng cụ Y tế
Nizoral 100ml (1 chai),nizoral,Dụng cụ Y tế
CAO VÔI ĐÁNH BÓNG,cao vôi đánh bóng,Dụng cụ Y tế
TRÁM RĂNG SÂU TO,trám răng sâu to,Dụng cụ Y tế
Kim tiêm Meso NanoNeedle JBP 34Gx4mm - #414600002,kim tiêm meso nanoneedle jbp 34gx4mm -,Dụng cụ Y tế
Mesotherapy Tranacix - #900010553,mesotherapy tranacix -,Dụng cụ Y tế
NATRI CLORID NHO MAT MUI,natri clorid nho mat mui,Dụng cụ Y tế
Khám dịch vụ theo yêu cầu,khám dịch vụ theo yêu cầu,Dịch vụ Y tế
[Creator] Combo 4 gói Tã Huggies M102+4 x4,creator combo tã huggies +4 x4,Dụng cụ Y tế
"Tã quần Huggies SkinPerfect Pants (XL, 12-17kg, 52+6 miếng)",tã quần huggies skinperfect pants xl 12- 52+,Dụng cụ Y tế
Thùng 3 gói Tã/Bỉm quần Huggies Skin Perfect Super Jumbo Size M70+6/L60+6/XL52+6/XXL48+6,thùng tã/bỉm quần huggies skin perfect super jumbo size m70+6/l60+6/xl52+6/xxl48+6,Dụng cụ Y tế
[Creator] Thùng 3 gói Tã/ Bỉm quần Huggies Skin Perfect Super Jumbo Size M70+6/L60+6/XL52+6/XXL48+6,creator thùng tã/ bỉm quần huggies skin perfect super jumbo size m70+6/l60+6/xl52+6/xxl48+6,Dụng cụ Y tế
[Creator] Thùng 3 gói Tã/ Bỉm quần Huggies Skin Perfect Super Jumbo Size M70+/6/L60+/6/XL52+/6/XXL48+/6,creator thùng tã/ bỉm quần huggies skin perfect super jumbo size m70+/6/l60+/6/xl52+/6/xxl48+/6,Dụng cụ Y tế
[Gift Huggies] Túi lị xl cho bé,gift huggies túi lị xl cho bé,Dụng cụ Y tế
[Gift Huggies] TúiII xl cho bé,gift huggies túiii xl cho bé,Dụng cụ Y tế
[Creator] Thùng 3 gói Tã/Bỉm quần Huggies Skin Perfect Super Jumbo Size M70+/L60+/X6+/XXL48+6,creator thùng tã/bỉm quần huggies skin perfect super jumbo size m70+/l60+/x6+/xxl48+6,Dụng cụ Y tế
Tã/Bỉm quần Huggies Skin Perfect Super Jumbo Size M70+/L60+/XL52+/XXL48+6,tã/bỉm quần huggies skin perfect super jumbo size m70+/l60+/xl52+/xxl48+6,Dụng cụ Y tế
PMC Tăm Bông Trẻ Em (Gói/200 que),pmc tăm bông trẻ em gói/200 que,Dụng cụ Y tế
