sheet,category_original,label_norm,user_id,product_group,item_name,clean,rule_sub,rule_group,rule_conf,ml_label,ml_conf,final_label,label_source,flag_review,flag_reason
Thức uống,Beverages,Beverages,673876e8ea88e3612b078260,Sinh Tố,Sinh To Mon,sinh to mon,Other,Other,0.0,Beverages,0.759,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6407d94ee3693f15520ea4f5,Sinh Tố,Sinh To Dau (Size M),sinh to dau size m,Other,Other,0.0,Beverages,0.849,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6407d94ee3693f15520ea4f5,Sinh Tố,Sinh To Dau Yogurt Viet Quat Mix (Size M),sinh to dau yogurt viet quat mix size m,Other,Other,0.0,Beverages,0.767,Beverages,ml-medium,1,Yogurt có thể ăn hoặc uống
Thức uống,Beverages,Beverages,67386b95e9e8436a2e03039d,Sinh Tố,Sinh To - Smoothies - Xoai,sinh to - smoothies - xoài,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.63,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67386b95e9e8436a2e03039d,Sinh Tố,Sinh To - Smoothies - Chuoi,sinh to - smoothies - chuoi,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.521,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,6737cfb8ce3ebddc7c0ff039,Sinh Tố,Sinh To Dai,sinh to_dai,Other,Other,0.0,Books,0.925,Books,ml-high,1,
Thức uống,Beverages,Beverages,674f26f7827619f69609f1ad,Sinh Tố,Sinh Tố - Choco Sense,sinh_tố - choco sense,Other,Other,0.0,Beverages,0.65,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6739da10f7ec7cfe5c0b026f,Sinh Tố,Đá Xay-Sinh Tố (Sinh Tố Dâu),đá xay-sinh_tố sinh_tố dâu,Food_Fresh_Produce,Food,0.33,Beverages,0.794,Beverages,ml-medium,1,Topping kem hoặc đồ uống xay?
Thức uống,Beverages,Beverages,675a1836bca45fe0910c4742,Sinh Tố,Sinh To Xoai Chanh Day,sinh to_xoài chanh day,Food_Fresh_Produce,Food,0.33,Books,0.668,Books,ml-medium,0,
Thức uống,Beverages,Beverages,6743db4b58efc96ea908772b,Sinh Tố,Sinh To Dau (L),sinh to dau l,Other,Other,0.0,Beverages,0.736,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,674f26f7827619f69609f1ad,Sinh Tố,Sinh To Happy Stomach,sinh to happy stomach,Other,Other,0.0,Beverages,0.447,Cần rà soát,uncertain,1,
Thức uống,Beverages,Beverages,674f26f7827619f69609f1ad,Sinh Tố,Món Strawberry Mango Smoothie Ra Dau Tien,món strawberry mango smoothie ra dau tien,Beverages_NonAlcoholic,Beverages,0.33,Food,0.263,Cần rà soát,uncertain,0,
Thức uống,Beverages,Beverages,67378075c560e6939609a2af,Sinh Tố,Sinh To Bo,sinh to bo,Other,Other,0.0,Beverages,0.613,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,673c55f6f72d41d9e40d9a66,Sinh Tố,Sinh To Dau,sinh to dau,Other,Other,0.0,Beverages,0.736,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6736ef991c7467289e096252,Sinh Tố,Sinh To Bo,sinh to bo,Other,Other,0.0,Beverages,0.613,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6762c7185164ac29b302195b,Sinh Tố,Sinh To Sua Chua,sinh to sua chua,Other,Other,0.0,Beverages,0.827,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68d6a95c2f7243bd8e04e0e0,Cà phê,Cà Phê Sữa Đá,cà_phê sữa đá,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68d6a95c2f7243bd8e04e0e0,Cà phê,Cà Phê Đen,cà_phê đen,Other,Other,0.0,Beverages,0.92,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68d6a95c2f7243bd8e04e0e0,Cà phê,Bac Xiu_Ba,bac xiu_ba,Other,Other,0.0,Beverages,0.767,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68d6a95c2f7243bd8e04e0e0,Cà phê,Cà Phê Đen Đá,cà_phê đen đá,Other,Other,0.0,Beverages,0.927,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Bạc Xỉu (Vừa),bạc xỉu vừa,Jewelry,Jewelry,0.33,Beverages,0.887,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6736ec8a274b289126076488,Cà phê,Espresso Sữa,espresso sữa,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.881,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6923ee7ec1be9e37f6035b54,Cà phê,Americano Arabica Cầu Đất (Ice),americano arabica cầu đất ice,Other,Other,0.0,Beverages,0.75,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68a0182c452e6c7a2109187b,Cà phê,Egg Coffee/ Cà Phê Trứng,egg coffee cà_phê trứng,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.797,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,6923ee7ec1be9e37f6035b54,Cà phê,Phin Black (Lanh),phin black lanh,Other,Other,0.0,Beverages,0.679,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Cà Phê Sữa Hòa Tan 3In1 G7 Gói 50X,cà_phê sữa hòa tan 3 in1 g7_gói 50 x,Other,Other,0.0,Beverages,0.773,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê Matcha,cà_phê matcha,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.999,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6923ee7ec1be9e37f6035b54,Cà phê,Phin Black(Lạnh),phin black lạnh,Other,Other,0.0,Beverages,0.629,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68d6a95c2f7243bd8e04e0e0,Cà phê,Cà Phê Sữa Đá,cà_phê sữa đá,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,693f9dd5b67646e59004341c,Cà phê,Cà Phê Sữa + Size M (0G),cà_phê sữa size m,Other,Other,0.0,Beverages,0.989,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,693c089beba2e89f1c0d1c08,Cà phê,Cà Phê Sữa Đá,cà_phê sữa đá,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Cà Phê Sữa Đá (M),cà_phê sữa đá m,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67399cf8dd88c143010e544d,Cà phê,Bac Xiu Da L,bac xiu da l,Other,Other,0.0,Beverages,0.967,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Bạc Xỉu,bạc xỉu,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê Sữa,cà_phê sữa,Other,Other,0.0,Beverages,0.988,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê Đen,cà_phê đen,Other,Other,0.0,Beverages,0.92,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Bac Xiu Da L,bac xiu da l,Other,Other,0.0,Beverages,0.967,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Vietnamese Coffee Condensed Milk / Cà Phê Sữa,vietnamese coffee condensed milk cà_phê sữa,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.982,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Phin Den,phin den,Other,Other,0.0,Beverages,0.689,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Bạc Xỉu,bạc xỉu,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Bạc Xỉu (Vừa),bạc xỉu vừa,Jewelry,Jewelry,0.33,Beverages,0.887,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê Sữa Tươi,cà_phê sữa tươi,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.963,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Iced Black Coffee (M),iced black coffee m,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.773,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Espresso Milk (Size Lớn) + Hot/Cold: Hot,espresso milk size lớn hot cold hot,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.845,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Phin Bạc (L),phin bạc l,Jewelry,Jewelry,0.33,Beverages,0.959,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Cà Phê Sữa Nóng - Hot Coffee With Condensed Milk,cà_phê sữa nóng - hot coffee with condensed milk,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.966,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Bạc Xỉu,bạc xỉu,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê Đen,cà_phê đen,Other,Other,0.0,Beverages,0.92,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê Sữa,cà_phê sữa,Other,Other,0.0,Beverages,0.988,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê 1Uối,cà_phê 1 uối,Other,Other,0.0,Beverages,0.984,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,691b03569de5dd08c90685ae,Cà phê,Cafe Sữa Đá,cafe sữa đá,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.96,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,691b03569de5dd08c90685ae,Cà phê,Cà Phê Đá,cà_phê đá,Other,Other,0.0,Beverages,0.895,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6923ee7ec1be9e37f6035b54,Cà phê,Phin Black(Lạnh),phin black lạnh,Other,Other,0.0,Beverages,0.629,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Bạc Xỉu,bạc xỉu,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê Sữa Tươi,cà_phê sữa tươi,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.963,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Cà phê,Mini Cafe Sua Da,mini cafe sua da,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.968,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Cà phê,Coconut Dolce Espresso,coconut dolce espresso,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.683,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Cà phê,G Cappuccino,g cappuccino,Other,Other,0.0,Beverages,0.673,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,5ce2c3ee277035ae7332a134,Cà phê,Cà Phê Sữa Đá (M),cà_phê sữa đá m,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67399cf8dd88c143010e544d,Cà phê,Bạc Xỉu (Size L),bạc xỉu size l,Jewelry,Jewelry,0.33,Beverages,0.962,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Cappuccino (Cold),cappuccino cold,Other,Other,0.0,Beverages,0.723,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68a0182c452e6c7a2109187b,Cà phê,Cà Phê Đen Đá,cà_phê đen đá,Other,Other,0.0,Beverages,0.927,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68a0182c452e6c7a2109187b,Cà phê,Cà Phê Sữa Đá,cà_phê sữa đá,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6736d85fea24cc986d0c0cf4,Cà phê,Cà Phê Sữa Đá (M),cà_phê sữa đá m,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Cà Phê Sữa,cà_phê sữa,Other,Other,0.0,Beverages,0.988,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68fa396b9765838d630bf2ef,Cà phê,Bạc Xỉu (M),bạc xỉu m,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68fa396b9765838d630bf2ef,Cà phê,Cafe Muối (M),cafe muối m,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.778,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Bạc Xỉu (Nóng),bạc xỉu nóng,Clothing,Clothing,0.33,Beverages,0.81,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Cà Phê Muối,cà_phê muối,Food_Dry_Condiment,Food,0.33,Beverages,0.92,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Nescafe Đậm Đà 17G*20/16G*20 Đỏ,nescafe đậm_đà 20 20 đỏ,Beverages_NonAlcoholic,Beverages,0.33,Medical,0.354,Cần rà soát,uncertain,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Phin Đen Đá,phin đen đá,Other,Other,0.0,Beverages,0.785,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,67408735a9b2e83130072a3e,Cà phê,Cappuccino Da M,cappuccino da m,Other,Other,0.0,Beverages,0.811,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Cà Phê Kem Muối Caramel,cà_phê kem muối caramel,Food_Dairy_Eating,Food,0.33,Beverages,0.836,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Cà Phê Sữa,cà_phê sữa,Other,Other,0.0,Beverages,0.988,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,5ce2c3ee277035ae7332a134,Cà phê,Cà Phê Espresso Sữa Đá (S),cà_phê espresso sữa đá s,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.967,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Phin Bạc Xỉu Đá,phin bạc xỉu đá,Jewelry,Jewelry,0.33,Beverages,0.968,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Bạc Xỉu Cốt Dừa Đá,bạc xỉu_cốt dừa đá,Jewelry,Jewelry,0.33,Beverages,0.73,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Bạc Xỉu (Đá),bạc xỉu đá,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Cà Phê Đá Sài Gòn (S),cà_phê đá sài_gòn s,Other,Other,0.0,Beverages,0.713,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Cafe Sua 3In1G7 Bich100X16G,cafe sua 3 in1g7 bich100x16g,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.99,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67408735a9b2e83130072a3e,Cà phê,"Cà Phê Gold, Lon Pha Sữa",cà_phê gold_lon pha sữa,Jewelry,Jewelry,0.33,Beverages,0.957,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,5ce2c3ee277035ae7332a134,Cà phê,Phin Sua Da S,phin sua da s,Other,Other,0.0,Beverages,0.979,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68d0b02df1a1685ae00ee19c,Cà phê,Cafe Sua Daklak Coop Select 250Ml,cafe sua daklak coop select,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.789,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Xxt Coffee Cp Hop,xxt coffee cp hop,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.499,Cần rà soát,uncertain,0,
Thức uống,Beverages,Beverages,68a6d7b5f4c16b87bf021027,Cà phê,Bạc Xỉu Cốt Dừa Đá,bạc xỉu_cốt dừa đá,Jewelry,Jewelry,0.33,Beverages,0.73,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Cafe Sua Ht 3In1 G7 Bch50X16,cafe sua ht 3 in1 g7 bch50x16,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.914,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6867ab61bd877a9e46055c3b,Cà phê,Phin Den Da M,phin den da m,Other,Other,0.0,Beverages,0.888,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,689089abbdd8621d5f08b58a,Cà phê,Cafe Sữa H 3In1 G7 Bích 50X16,cafe sữa h 3 in1 g7 bích 50x16,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.81,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67399cf8dd88c143010e544d,Cà phê,Nescafe Ca Phe Sua Hoa Tan 24G/1 Goi,nescafe ca phe sua hoa tan 1 goi,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.895,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,682e8f2d4706b8b051034e82,Cà phê,Cà Phê Kem Muối,cà_phê kem muối,Food_Dairy_Eating,Food,0.33,Beverages,0.76,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Cà Phê Muối,cà_phê muối,Food_Dry_Condiment,Food,0.33,Beverages,0.92,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,689eb5bb08d8148e4a0384b4,Cà phê,Bạc Xỉu,bạc xỉu,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67399cf8dd88c143010e544d,Cà phê,Ca Phe Sua Highland,ca phe sua highland,Other,Other,0.0,Beverages,0.977,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6867ab61bd877a9e46055c3b,Cà phê,Cà Phê Đen Đá (M),cà_phê đen đá m,Other,Other,0.0,Beverages,0.927,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6867ab61bd877a9e46055c3b,Cà phê,Cà Phê Đen Đá (L),cà_phê đen đá l,Other,Other,0.0,Beverages,0.927,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6867ab61bd877a9e46055c3b,Cà phê,Cà Phê Đen Đá,cà_phê đen đá,Other,Other,0.0,Beverages,0.927,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,5ce2c3ee277035ae7332a134,Cà phê,Phê Nâu - Cà Phê Đá,phê_nâu - cà_phê đá,Other,Other,0.0,Beverages,0.772,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,68a96df0e300a7edaf03d2d8,Cà phê,Cafe Passiona Kg Ngay 400G,cafe passiona kg ngay,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.392,Cần rà soát,uncertain,0,
Thức uống,Beverages,Beverages,6738d489628ab66d960f3966,Cà phê,Cà Phê Sữa Nescafe Signature 10X28G,cà_phê sữa nescafe signature 10x28 g,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.914,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6738d489628ab66d960f3966,Cà phê,Cà Phê Hòa Tan Nescafe 3In1 Sữa Đá,cà_phê hòa tan nescafe 3 in1 sữa đá,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.907,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6738d489628ab66d960f3966,Cà phê,Nước Cốt Cafe Sữa Đá Nescafe 5X75Ml,nước cốt cafe sữa đá nescafe 5x75 ml,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.949,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,6867ab61bd877a9e46055c3b,Cà phê,Cà Phê Đen Đá (M),cà_phê đen đá m,Other,Other,0.0,Beverages,0.927,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68a2e383f5d31ba5e3085431,Cà phê,Cà Phê Sữa Đá (M),cà_phê sữa đá m,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6882121b913a7a09ce0c7b21,Cà phê,Cà Phê Sữa Đá (Ly),cà_phê sữa đá ly,Other,Other,0.0,Beverages,0.969,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,68a950eda7c4440cc404f807,Cà phê,Cafe Sua Da Tuoi Ong Bau15X17,cafe sua da tuoi ong bau15x17,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.923,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,684561ac8347c8ce9e02d2a9,Cà phê,Cà Phê Sữa,cà_phê sữa,Other,Other,0.0,Beverages,0.988,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,680704c4a2c214234b0ac300,Cà phê,Cà Phê Kem Muối,cà_phê kem muối,Food_Dairy_Eating,Food,0.33,Beverages,0.76,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,68a172c63dcee4486207aa27,Cà phê,T3.Cà Phê Sữa Đá - Size L,t3 cà_phê sữa đá - size l,Other,Other,0.0,Beverages,0.987,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6867ab61bd877a9e46055c3b,Cà phê,Cà Phê Đer Đá (M),cà_phê đer đá m,Other,Other,0.0,Beverages,0.975,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,5fe3184fa60af613a02dc667,Cà phê,Cà Phê Đen (Size L) Heritage Blend (Vị Truyền Thống),cà_phê đen size l heritage blend_vị truyền_thống,Other,Other,0.0,Beverages,0.955,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6802600059362f3d3f0d505f,Cà phê,Bạc Xỉu Đá,bạc xỉu đá,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,684e75bfd928c9ce660f02ab,Cà phê,Cà Phê Cốt Dừa,cà_phê cốt dừa,Other,Other,0.0,Beverages,0.652,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,67399cf8dd88c143010e544d,Cà phê,Cà Phê Sữa Đá,cà_phê sữa đá,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6736ec8a274b289126076488,Cà phê,Cà Phê Sữa Đá (M),cà_phê sữa đá m,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67399cf8dd88c143010e544d,Cà phê,Nescafe Ca Phe Sua Hoa Tan 24G/1 Goi,nescafe ca phe sua hoa tan 1 goi,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.895,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67399cf8dd88c143010e544d,Cà phê,Nescafe Ca Phe Hoa Tan 3In1 Do 17G/1 Goi,nescafe ca phe hoa tan 3 in1 do 1 goi,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.82,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67408735a9b2e83130072a3e,Cà phê,Cà Phê G2 Trong,cà_phê g2 trong,Other,Other,0.0,Beverages,0.798,Beverages,ml-medium,1,
Thức uống,Beverages,Beverages,6736ec8a274b289126076488,Cà phê,Phin Kem Dua M,phin kem dua m,Food_Dairy_Eating,Food,0.33,Beverages,0.771,Beverages,ml-medium,0,
Thức uống,Beverages,Beverages,67374354b508e677120feef8,Cà phê,Cà Phê Sữa Đá (L),cà_phê sữa đá l,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67443e18eb0a1d02a307fc51,Cà phê,Bac Xiu Da Nho,bac xiu da nho,Food_Fresh_Produce,Food,0.33,Beverages,0.873,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67eab5b9bc278aa05905a39f,Cà phê,Phin Sua Da S,phin sua da s,Other,Other,0.0,Beverages,0.979,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,684561ac8347c8ce9e02d2a9,Cà phê,Bac Xiu Da M,bac xiu da m,Other,Other,0.0,Beverages,0.967,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,684561ac8347c8ce9e02d2a9,Cà phê,Cafe Freeze Dua M,cafe freeze dua m,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.956,Beverages,ml-high,1,Topping kem hoặc đồ uống xay?
Thức uống,Beverages,Beverages,5ce2c3ee277035ae7332a134,Cà phê,Phin Sua Da S,phin sua da s,Other,Other,0.0,Beverages,0.979,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,6736a9eab8a59bd9cb0070fc,Cà phê,Phin Sua Da S,phin sua da s,Other,Other,0.0,Beverages,0.979,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67443e18eb0a1d02a307fc51,Cà phê,Bac Xiu Da M,bac xiu da m,Other,Other,0.0,Beverages,0.967,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67443e18eb0a1d02a307fc51,Cà phê,Bac Xiu Da,bac xiu da,Other,Other,0.0,Beverages,0.967,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67443e18eb0a1d02a307fc51,Cà phê,Phin Sua Da,phin sua da,Other,Other,0.0,Beverages,0.979,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,684e75bfd928c9ce660f02ab,Cà phê,Cà Phê Sữa Tươi,cà_phê sữa tươi,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.963,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,5ce2c3ee277035ae7332a134,Cà phê,Cà Phê Sữa Đá (S),cà_phê sữa đá s,Other,Other,0.0,Beverages,0.981,Beverages,ml-high,1,
Thức uống,Beverages,Beverages,67399cf8dd88c143010e544d,Cà phê,Bạc Xỉu,bạc xỉu,Jewelry,Jewelry,0.33,Beverages,0.917,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,5ce2c3ee277035ae7332a134,Cà phê,Phin Da Latte,phin da latte,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.968,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,68504c435595356758033953,Cà phê,Bạc Xỉu - White Coffee (L),bạc xỉu - white coffee l,Beverages_NonAlcoholic,Beverages,0.33,Beverages,0.934,Beverages,ml-high,0,
Thức uống,Beverages,Beverages,67443e18eb0a1d02a307fc51,Cà phê,Bac Xiu Da M,bac xiu da m,Other,Other,0.0,Beverages,0.967,Beverages,ml-high,1,
