item_name,clean,pred_label
Cà Phê Muối Size L,cà phê muối size l,Cà phê
Cà Phê Muối,cà phê muối,Cà phê
Bac Xiu Nong,bac xiu nong,Cà phê
Ca Phe Pho Rang Xay Nguyen Ban 450G,cà phê pho rang xay nguyen ban 450g,Cà phê
Cafe Den Sai Gon,cafe den sai gon,Cà phê
Cafe Đen Sài Gòn,cafe đen sài gòn,Cà phê
Cafe Den Sài Gòn,cafe den sài gòn,Cà phê
Cà Phê Phở Sữa Đá Gold Maccoffee Túi 870G (30X29G),cà phê phở sữa đá gold maccoffee túi 870g 30x29g,Cà phê
Nescafe Viet Den Da 16G*15,nescafe viet den da 16g 15,Cà phê
Ca Phe Sua Viet Nam - Vietnamese Milk Coffee (Hot/Cold),cà phê sua viet nam - vietnamese milk cà phê hot/cold,Cà phê
Ca Phe Den Kieu My - Americano (Hot/Cold),cà phê den kieu my - americano hot/cold,Cà phê
Bac Xiu,bac xiu,Cà phê
Cafe Htan 2In1 G7 Hg 15X16G,cafe htan 2in1 g7 hg 15x16g,Cà phê
Bạc Xỉu,bạc xỉu,Cà phê
Vinacafe Ca Phe Hoa Tan Special 18X17G T24,vinacafe cà phê hoa tan special 18x17g t24,Cà phê
Bac Xiu Da L,bac xiu da l,Cà phê
Ca Phe Sua Da (Vua),cà phê sua da vua,Cà phê
Ca Phe Sua Da (Nho),cà phê sua da nho,Cà phê
Bac Xiu (Vua),bac xiu vua,Cà phê
Say Phin Đen,say phin đen,Cà phê
Espresso Bac Xiu (S),espresso bac xiu s,Cà phê
Iced Espresso With Milk (S),iced espresso with milk s,Cà phê
Americano (Da),americano da,Cà phê
Ca Phe Kem Trung Nuong,cà phê kem trung nuong,Cà phê
Cà Phê Muối,cà phê muối,Cà phê
Cà Phê Muối Size L Ít Đá,cà phê muối size l ít đá,Cà phê
Nescafe 3In1 Rangdam Hg20Gx1,nescafe 3in1 rangdam hg20gx1,Cà phê
Tang Cafe Hit Legend Sua Da 9X250Ml,tang cafe hit legend sua da 9x250ml,Cà phê
Bac Xiu (L),bac xiu l,Cà phê
Bac Xiu,bac xiu,Cà phê
Highlands Coffee Cafe Sua Lon 235Ml,highlands cà phê cafe sua lon,Cà phê
Cà Phê,cà phê,Cà phê
Cafe Sua Phin,cafe sua phin,Cà phê
Phin Sua Da M,phin sua da m,Cà phê
Xs - Bac Xiu Da,xs - bac xiu da,Cà phê
Bac Xiu (Lon),bac xiu lon,Cà phê
Cà Phê Sữa Đá (Vừa),cà phê sữa đá vừa,Cà phê
Si Mo - Cold Brew Ô Long Mơ Đào - Size Laaa - 30% Đường,si mo - cold brew ô long mơ đào - size laaa - 30 đường,Cà phê
Si Ma - Cold Brew O Long Mo Dao - Size Laaa -30% Duong,si ma - cold brew o long mo dao - size laaa -30 duong,Cà phê
Ca Phe Sua Da (Vua),cà phê sua da vua,Cà phê
S/M - Cold Brew O Long Mo Bao - Size L/L/L,s/m - cold brew o long mo bao - size l/l/l,Cà phê
Si Mo - Cold Brew Ô Long Mo Dao - Size Laaa - 30% Duong,si mo - cold brew ô long mo dao - size laaa - 30 duong,Cà phê
Si Mo - Cold Brew O Long Mo Dao - Size Laaa,si mo - cold brew o long mo dao - size laaa,Cà phê
Cà Phê Sữa Đá (Vừa),cà phê sữa đá vừa,Cà phê
Si Mo - Cold Brew Ô Long Mo Dao - Size Laaa,si mo - cold brew ô long mo dao - size laaa,Cà phê
Si Mo - Cold Brew Ô Long Mơ Đào - Size Laaa,si mo - cold brew ô long mơ đào - size laaa,Cà phê
Iced Espresso With Milk (S),iced espresso with milk s,Cà phê
Espresso Bac Xiu (S),espresso bac xiu s,Cà phê
Ca Phe Sua Kem Pho Mai,cà phê sua kem pho mai,Cà phê
Cappuccino,cappuccino,Cà phê
Americano With Orange(S),americano with orange s,Cà phê
Cafe Bac Xiu,cafe bac xiu,Cà phê
Ca Phe Muoi,cà phê muoi,Cà phê
Bạc Xỉu Đá,bạc xỉu đá,Cà phê
Phaphin Ca Phe Den Da 12Oz/1 Ly,phaphin cà phê den da 12oz/,Cà phê
Cà Phê Latte Oat Milk (Hot/Ice),cà phê latte oat milk hot/ice,Cà phê
Ca Phe Americano (Ice/Hot),cà phê americano ice/hot,Cà phê
Ca Phe Cappuccino Oat Milk (Ice/Hot),cà phê cappuccino oat milk ice/hot,Cà phê
Cà Phê Muối Size L,cà phê muối size l,Cà phê
Cà Phê Muối,cà phê muối,Cà phê
Coldbrew Tao Xanh,coldbrew tao xanh,Cà phê
Ca Phe Sua Tuoi Caramel (M),cà phê sữa tươi caramel m,Cà phê
Phin Sua Da L,phin sua da l,Cà phê
Ca Phe Da,cà phê da,Cà phê
Cookie Frappu (Ca Phe Banh Xay),cookie frappu cà phê banh xay,Cà phê
Espresso Sua,espresso sua,Cà phê
Ca Phe Kem Muoi,cà phê kem muoi,Cà phê
Bac Xiu,bac xiu,Cà phê
Phin Sua Da S,phin sua da s,Cà phê
Caramel Phin Freeze S,caramel phin freeze s,Cà phê
Cafe Kem Trung,cafe kem trung,Cà phê
Bac Xiu Da,bac xiu da,Cà phê
Ca Phe Nau (Nong),cà phê nau nong,Cà phê
Ca Phe Nau (Da),cà phê nau da,Cà phê
Ca Phe Cot Dua,cà phê cot dua,Cà phê
Bac Xiu,bac xiu,Cà phê
Ca Phe Muoi,cà phê muoi,Cà phê
Bac Xiu,bac xiu,Cà phê
Cafe Phin Den (Ly),cafe phin den ly,Cà phê
Cafe May Sua (Ly),cafe may sua ly,Cà phê
Cafe Phin Đen (Ly),cafe phin đen ly,Cà phê
Cafe Phin Den (Ly),cafe phin den ly,Cà phê
Cafe May Sua (Ly),cafe may sua ly,Cà phê
Cafe Đá Sữa (Ly),cafe đá sữa ly,Cà phê
Cafe Da Sua (Ly),cafe da sua ly,Cà phê
Cafe May Sua (Ly),cafe may sua ly,Cà phê
Cafe Phin Den (Ly),cafe phin den ly,Cà phê
Cafe Phin Đen (1 Ly),cafe phin đen,Cà phê
Cafe Da Sua (Ly),cafe da sua ly,Cà phê
Cafe Đá Sữa (Ly),cafe đá sữa ly,Cà phê
Cafe Muoi (Ly),cafe muoi ly,Cà phê
Cafe Da Sua (Ly),cafe da sua ly,Cà phê
Cafe Phin Sua (Ly),cafe phin sua ly,Cà phê
Cafe Da Sua,cafe da sua,Cà phê
Cafe Phin Sua (Ly),cafe phin sua ly,Cà phê
Cà Phê Espresso Bạc Xỉu (L),cà phê espresso bạc xỉu l,Cà phê
Highlands Ca Phe Sua Da 235Ml 1,highlands cà phê sua da 1,Cà phê
Cà Phê Cốt Dừa,cà phê cốt dừa,Cà phê
Cà Phê Sữa Đá,cà phê sữa đá,Cà phê
Bạc Xỉu Đá,bạc xỉu đá,Cà phê
Bac Xiu Da,bac xiu da,Cà phê
Ca Phe Muoi,cà phê muoi,Cà phê
Phin Sua Da S,phin sua da s,Cà phê
Bac Xiu Da S,bac xiu da s,Cà phê
Caramel Phin Freeze S,caramel phin freeze s,Cà phê
Ca Phe Muoi,cà phê muoi,Cà phê
Ca Phe Muoi Size L,cà phê muoi size l,Cà phê
1 Mon Nuoc T Coconut Dolce Espresso,1 mon nuoc t coconut dolce espresso,Cà phê
Phin Sua Da L,phin sua da l,Cà phê
Bac Xiu,bac xiu,Cà phê
Espresso Bac Xiu (L),espresso bac xiu l,Cà phê
Cafe Muoi,cafe muoi,Cà phê
Phin Sua Da S,phin sua da s,Cà phê
Phin Den Da L,phin den da l,Cà phê
"Cà Phê Muối (Pha Máy, Ít Ngọt Ít Béo, Đá Chung)",cà phê muối pha máy ít ngọt ít béo đá chung,Cà phê
Cà Phê Kem Trứng (Ly Nhựa Ít Ngọt),cà phê kem trứng ly nhựa ít ngọt,Cà phê
Nuffin Cà Phê Choco Chip (Disc 30% @7.300 -2.340),nuffin cà phê choco chip disc 30 7 300 -2 340,Cà phê
Cà Phê Kem,cà phê kem,Cà phê
Nescafe Đậm Vị Hộp 17G*20/16G*20 Xanh,nescafe đậm vị hộp 17g 20/16g 20 xanh,Cà phê
Maccoffee - Cafe Ph Sda Gold 290Gt36,maccoffee - cafe ph sda gold 290gt36,Cà phê
Bac Xiu Nong,bac xiu nong,Cà phê
Da Lat - Ca Phe,da lat - cà phê,Cà phê
Sỉ Mơ - Cold Brew Ổ Long Mơ Đào - Size Laaa,sỉ mơ - cold brew ổ long mơ đào - size laaa,Cà phê
Cà Phê Sữa Việt Nam - Vietnamese Milk Coffee (Hot/Cold),cà phê sữa việt nam - vietnamese milk cà phê hot/cold,Cà phê
Bac Xiu Da S,bac xiu da s,Cà phê
Iced Espresso With Milk (S),iced espresso with milk s,Cà phê
Espresso Bac Xiu (S),espresso bac xiu s,Cà phê
Iced Espresso With Milk (L),iced espresso with milk l,Cà phê
Mon Nuoc T Coconut Dolce Espresso,mon nuoc t coconut dolce espresso,Cà phê
Ca Phe Sua Kem Man,cà phê sua kem man,Cà phê
Ca Phe Drip Sua/드립라떼,cà phê drip sua/드립라떼,Cà phê
Ca Phe Drip Sua,cà phê drip sua,Cà phê
Ca Phe Drip Sua/ 드립 라떼,cà phê drip sua/ 드립 라떼,Cà phê
Bac Xiu (L),bac xiu l,Cà phê
Cà Phê Muối Ít Đá,cà phê muối ít đá,Cà phê
Ca Phe Muoi,cà phê muoi,Cà phê
Ca Phe Bap,cà phê bap,Cà phê
Bạc Xỉu,bạc xỉu,Cà phê
Cafe Hạnh Nhân,cafe hạnh nhân,Cà phê
Cafe Kem Muối,cafe kem muối,Cà phê
Bac Xiu,bac xiu,Cà phê
Americano,americano,Cà phê
Ca Phe King Expert Blend 1 Go?I 500G,cà phê king expert blend 1 go i 500g,Cà phê
Phin Sua Da S,phin sua da s,Cà phê
V Espresso Affogato Salted Mapl,v espresso affogato salted mapl,Cà phê
Cf Sua/ Milk Coffee (Cafe Phin),cf sua/ milk cà phê cafe phin,Cà phê
Nuoc G Espresso Affogato Salted Mapl,nuoc g espresso affogato salted mapl,Cà phê
Mon Nuoc G Espresso Affogato Salted Mapl,mon nuoc g espresso affogato salted mapl,Cà phê
Espresso,espresso,Cà phê
Phin Den Da L,phin den da l,Cà phê
Ca Phe Muoi-150Ml (Ly),cà phê muoi- ly,Cà phê
Ca Phe Sua Lan Lan (Ly),cà phê sua lan lan ly,Cà phê
Ca Phe Muoi,cà phê muoi,Cà phê
Ca Phe Muoi-150Ml,cà phê muoi-,Cà phê
Ca Phe Sua Lan Lan,cà phê sua lan lan,Cà phê
Ca Phe Muoi-150Ml (Ly),cà phê muoi- ly,Cà phê
Ca Phe Sua Lan Lan (Ly),cà phê sua lan lan ly,Cà phê
Ca Phe Sua Phin,cà phê sua phin,Cà phê
Ca Phe Den Phin,cà phê den phin,Cà phê
Phin Den Da S,phin den da s,Cà phê
Phin Den Da M,phin den da m,Cà phê
Sữa Uống Lên Men Hương Tự Nhiên Betagen Chai 400Ml,sữa uống lên men hương tự nhiên betagen chai,Sữa tươi
Sữa Tươi Vegemil 190Ml,sữa tươi vegemil,Sữa tươi
Sữa Tươi Vinamilk,sữa tươi vinamilk,Sữa tươi
Sữa Tươi Tiệt Trùng Vinamilk 100%,sữa tươi tiệt trùng vinamilk 100,Sữa tươi
Sữa Tươi Trân Châu Đường Đen,sữa tươi trân châu đường đen,Sữa tươi
Sữa Uống Lên Men Betagen Dứa 300Ml,sữa uống lên men betagen dứa,Sữa tươi
Thtrue Milk Sca Dâu Bản Dứa 100G,thtrue milk sca dâu bản dứa 100g,Sữa tươi
Betagen Sữa Chua Uống Hương Tự Nhiên 400Ml,betagen sữa chua uống hương tự nhiên,Sữa tươi
Vinamilk Sữa Tiệt Trùng K.Đường Hộp 1L,vinamilk sữa tiệt trùng k đường hộp,Sữa tươi
Sữa Tươi Thốt Nốt,sữa tươi thốt nốt,Sữa tươi
Sữa Tươi Chân Trâu,sữa tươi chân trâu,Sữa tươi
Vinamilk - Sữa Có Đường 180Ml,vinamilk - sữa có đường,Sữa tươi
Nutimilk - Sữa Tươi Không Đường 180Ml,nutimilk - sữa tươi không đường,Sữa tươi
Sttt Vinamilk 100% Vi Dua180Ml*4,sttt vinamilk 100 vi dua180ml 4,Sữa tươi
Sữa Tươi Tc Đường Đen (M),sữa tươi tc đường đen m,Sữa tươi
Vinamilk Sữa Đậu Nành Óc Chó 180Ml,vinamilk sữa đậu nành óc chó,Sữa tươi
Sữa Tươi Đá,sữa tươi đá,Sữa tươi
Thtrue Milk - Sữa Tươi Ba Lân Nguyên Kiến Đường,thtrue milk - sữa tươi ba lân nguyên kiến đường,Sữa tươi
Bringrae Sữa Tiệt Trùng H.Dưa Lưới 200Ml,bringrae sữa tiệt trùng h dưa lưới,Sữa tươi
Sữa Tiệt Trùng Vinamilk 350Ml,sữa tiệt trùng vinamilk,Sữa tươi
Sua Tuoi Tiet Trung Nguyen Chat Khong Duong Th True Milk Bich 220Ml,sữa tươi tiet trung nguyen chat khong duong th true milk bich,Sữa tươi
Sữa Tt/Sữa Dinh Dưỡng Dutch Lady Lốc Bịch 180Ml,sữa tt/sữa dinh dưỡng dutch lady lốc bịch,Sữa tươi
Sttt Vinamilk Dán Bò Ít Đường 180Ml Lốc*4,sttt vinamilk dán bò ít đường lốc 4,Sữa tươi
Sua Tuoi Lon Vinamilk 500Ml X 2 Chiec,sữa tươi lon vinamilk x 2 chiec,Sữa tươi
Sữa Tiệt Trùng Th True Milk 110Ml X 48,sữa tiệt trùng th true milk x 48,Sữa tươi
Sca T Béo Th True Milk 110Ml X 48,sca t béo th true milk x 48,Sữa tươi
Vinamilk Sữa Đậu Nành Đậu Đỏ 180Ml,vinamilk sữa đậu nành đậu đỏ,Sữa tươi
Sữa Tiệt Trùng Dutch Lady Có Đường Hộp 965Ml,sữa tiệt trùng dutch lady có đường hộp,Sữa tươi
Vnm_Sữa Tươi Tt Không Đường 100%,vnm_sữa tươi tt không đường 100,Sữa tươi
S-Stuoi Tt Nutimilk Tsid4X18,s-stuoi tt nutimilk tsid4x18,Sữa tươi
Vinamilk Sữa Đậu Nành Óc Chó 180Ml,vinamilk sữa đậu nành óc chó,Sữa tươi
Sữa Dinh Dưỡng Không Đường Vinamilk Bịch 220Ml,sữa dinh dưỡng không đường vinamilk bịch,Sữa tươi
Sữa Tươi Tiệt Trùng Vinamilk Green Farm Ít Hộp 110Ml Lốc 4,sữa tươi tiệt trùng vinamilk green farm ít hộp lốc 4,Sữa tươi
Sữa Tươi Thanh Trùng Farmmilk Có Đường 5,sữa tươi thanh trùng farmmilk có đường 5,Sữa tươi
Sttt Ít Đường Th True Milk 220Ml,sttt ít đường th true milk,Sữa tươi
Sữa Tươi Thanh Trùng Farmmilk Có Đường 6,sữa tươi thanh trùng farmmilk có đường 6,Sữa tươi
Dutch Lady Sua Tiet Trung Lt Duong 180Ml,dutch lady sua tiet trung lt duong,Sữa tươi
Sua Tuoi Thanh Trung Meiji Socola 946Ml,sữa tươi thanh trung meiji socola,Sữa tươi
Sua Tuoi Thanh Trung It Duong Delifres,sữa tươi thanh trung it duong delifres,Sữa tươi
Sữa Tươi Tiệt Trùng Dutch Lady Có Đường Hộp 110Ml Lốc 4,sữa tươi tiệt trùng dutch lady có đường hộp lốc 4,Sữa tươi
Sua Tuoi Thanh Trung Meiji Socola 40Ml,sữa tươi thanh trung meiji socola,Sữa tươi
Nguyen Chat Th True Milk 110Mlx4,nguyen chat th true milk 110mlx4,Sữa tươi
S-Sua Tuoi Ttth Cd 48X110Ml,s-sữa tươi ttth cd 48x110ml,Sữa tươi
Sua Uong Len Men Huong Dua Betagen Chai 700Ml,sua uong len men huong dua betagen chai,Sữa tươi
Vinamilk Sua Tiet Trung K.Duong 180Ml,vinamilk sua tiet trung k duong,Sữa tươi
Thtrue Milk Sua Tuoi Tt N.Chat 180Ml,thtrue milk sữa tươi tt n chat,Sữa tươi
Dutch Lady Sua Tiet Trung Socola 180Ml,dutch lady sua tiet trung socola,Sữa tươi
Sua Tuoi It Duong Bo Sung Sua Non Meta Fresh 110Ml*412,sữa tươi it duong bo sung sua non meta fresh 412,Sữa tươi
Sua Tuoi Tran Chau Duong Den,sữa tươi tran chau duong den,Sữa tươi
Sữa Tươi Tt Vinamilk Dán Bò Socola Hộp 180Ml Lốc 4,sữa tươi tt vinamilk dán bò socola hộp lốc 4,Sữa tươi
Sua Tuoi Tran Chau Duong Den L,sữa tươi tran chau duong den l,Sữa tươi
Sua Tuoi Matcha Tran Chau Duong Den,sữa tươi matcha tran chau duong den,Sữa tươi
Vinamilk - Sữa Tươi Không Đường Lọc 4*100G,vinamilk - sữa tươi không đường lọc 4 100g,Sữa tươi
Delifers Sữa Tươi Hành,delifers sữa tươi hành,Sữa tươi
Sua Tuoi Tcđđ S,sữa tươi tcđđ s,Sữa tươi
Sua Nutimilk Cd 1L,sua nutimilk cd,Sữa tươi
Sữa Tươi Trân Châu Đường Đen M,sữa tươi trân châu đường đen m,Sữa tươi
Sdn Vinamilk Hạt Óc Chó 180Ml*4,sdn vinamilk hạt óc chó 4,Sữa tươi
Sua Tuoi Ba Lan Mlekovita Do,sữa tươi ba lan mlekovita do,Sữa tươi
Ly Son Sua Tuoi 300G,ly son sữa tươi 300g,Sữa tươi
Sua Tuoi Khoai Mon,sữa tươi khoai mon,Sữa tươi
Sua Tuoi Tt Vinamilk Kduong,sữa tươi tt vinamilk kduong,Sữa tươi
Vinamilk Sua Dau Nanh Hanh Nhan 180Ml,vinamilk sua dau nanh hanh nhan,Sữa tươi
Sttt It Duong Th True Milk 220Mlx48 935217400393,sttt it duong th true milk 220mlx48 935217400393,Sữa tươi
"Sua Tuoi, To Buong Den",sữa tươi to buong den,Sữa tươi
Sua Tuoi Tran Chau Duong Den Size M,sữa tươi tran chau duong den size m,Sữa tươi
Sua Tuoi Tran Chau Duong Den L,sữa tươi tran chau duong den l,Sữa tươi
Thanh Sua Tuoi Jumbo Lu,thanh sữa tươi jumbo lu,Sữa tươi
Sua Tuoi Tran Chau Duong Den,sữa tươi tran chau duong den,Sữa tươi
Sữa Tươi Nướng Tcdd M,sữa tươi nướng tcdd m,Sữa tươi
Sua Tuoi Ti Th Co 4X180Ml,sữa tươi ti th co 4x180ml,Sữa tươi
Vinamilk Sdd Khong Duong F220Ml,vinamilk sdd khong duong f220ml,Sữa tươi
Vnm Sua Tuoi Tiet Trung Ko Duong F220Ml,vnm sữa tươi tiet trung ko duong f220ml,Sữa tươi
Vinamilk Sod Khong La Iso Pouch 220Ml,vinamilk sod khong la iso pouch,Sữa tươi
Stit Co Duong Th True Milk 1L,stit co duong th true milk,Sữa tươi
Stit It Duong Th True Milk 1L,stit it duong th true milk,Sữa tươi
Thtrue Milk Sua Tuoi Tt N.Chat Hop 1L,thtrue milk sữa tươi tt n chat hop,Sữa tươi
Thtrue Milk Sua Tuoi Tt Lt Duong Hop 1L,thtrue milk sữa tươi tt lt duong hop,Sữa tươi
Sua Tuoi Tran Chau Duong Den,sữa tươi tran chau duong den,Sữa tươi
Sua Tuoi Cacao,sữa tươi cacao,Sữa tươi
Sua Tuoi Cacao,sữa tươi cacao,Sữa tươi
Sua Tuoi Tran Chau Duong Den L,sữa tươi tran chau duong den l,Sữa tươi
Sua Tuoi Tran Chau Duong Den,sữa tươi tran chau duong den,Sữa tươi
Sua Tuoi Trai Chau Duong Hoang Kim,sữa tươi trai chau duong hoang kim,Sữa tươi
Delifres - Sua Tuoi Thanh Trung It Duong Chai 1.8L (Chai),delifres - sữa tươi thanh trung it duong chai chai,Sữa tươi
Sua Tuoi Tran Chau Duong Hien Khong Lo,sữa tươi tran chau duong hien khong lo,Sữa tươi
Đà Lạt Milk - Sữa Tươi Thanh Trùng 950Ml,đà lạt milk - sữa tươi thanh trùng,Sữa tươi
Sữa Tươi Đường Th True Milk 220Ml - Fino,sữa tươi đường th true milk - fino,Sữa tươi
Th True Milk Lt Duong 110Ml 4Km1 Tra,th true milk lt duong 4km1 tra,Sữa tươi
Sua Tuoi Tra Xanh,sữa tươi trà xanh,Sữa tươi
Sữa Tươi Tchk Đường Đen - Ly 1 Lít,sữa tươi tchk đường đen - ly,Sữa tươi
Sua Tuoi Khong Duong Th True 220Ml,sữa tươi khong duong th true,Sữa tươi
Thtrue Milk Sua Tuoi It N Chat Hop 1L,thtrue milk sữa tươi it n chat hop,Sữa tươi
Sua Tuoi Tt H Ngchat 2,sữa tươi tt h ngchat 2,Sữa tươi
Sua Tuoitt Th Ngchat,sua tuoitt th ngchat,Sữa tươi
Sua Tuoi Th Ngchat,sữa tươi th ngchat,Sữa tươi
Sua Tuoitt Th Ngchat 2,sua tuoitt th ngchat 2,Sữa tươi
Sdn Vinamilk Canxi 220Ml,sdn vinamilk canxi,Sữa tươi
Sua Tuoi Tit Trung Mlekovita Nguyen Chat 3.5% Beo Hop 1L,sữa tươi tit trung mlekovita nguyen chat 3 5 beo hop,Sữa tươi
Stt Vinamilk Đậu Nành Hộp 1L,stt vinamilk đậu nành hộp,Sữa tươi
Sua Tuoi Tra Xanh,sữa tươi trà xanh,Sữa tươi
Sua Tuoi Tiet Trung Vinamilk Khong Duong Bic H 220Ml,sữa tươi tiet trung vinamilk khong duong bic h,Sữa tươi
Sữa Tươi Thanh Trùng Meiji Socola 946Ml,sữa tươi thanh trùng meiji socola,Sữa tươi
Deliveries - Sua Tuoi Thanh Trung Ti Duong Chai 1L (Chai),deliveries - sữa tươi thanh trung ti duong chai chai,Sữa tươi
Dim Sua Tuoi Thanh Trung Huong Socola 180Ml,dim sữa tươi thanh trung huong socola,Sữa tươi
Th True Milk Banh Gao 32/2 8938501511712,th true milk banh gao 32/2 8938501511712,Sữa tươi
Sua Tuoi Tiet Trung Co Duong Vinamilk 100% Sua Tuoi Bich 220Ml,sữa tươi tiet trung co duong vinamilk 100 sữa tươi bich,Sữa tươi
Sua Tuoi Boba - Duong Den,sữa tươi boba - duong den,Sữa tươi
Sữa Tươi Ít Vinamilk Dản Bò Lci Socola Hộp 180Ml Lốc*4,sữa tươi ít vinamilk dản bò lci socola hộp lốc 4,Sữa tươi
Sttt Vinamilk Dản Bò Llt Đường 180Ml Lốc*4,sttt vinamilk dản bò llt đường lốc 4,Sữa tươi
Sua Tuoi Tran Chau Duong Den (700Ml),sữa tươi tran chau duong den,Sữa tươi
Sua Tuoi Nuong Tcdd M,sữa tươi nuong tcdd m,Sữa tươi
Sua Tuoi Tran Chau Duong Den,sữa tươi tran chau duong den,Sữa tươi
Sua Tuoi Th Ngchat,sữa tươi th ngchat,Sữa tươi
Sua Tuoitt Th Ngchat,sua tuoitt th ngchat,Sữa tươi
Sữa Tươi Trân Châu Đường Đen,sữa tươi trân châu đường đen,Sữa tươi
Sữa Tươi Nutifood Grow Plus+ Colos Immune 110Ml Tặng Quà Hoặc Sử Dụng Voucher 30K,sữa tươi nutifood grow plus+ colos immune tặng quà hoặc sử dụng voucher 30k,Sữa tươi
Sua Tuoi Matcha,sữa tươi matcha,Sữa tươi
Sua Tuoi Tran Chau Duong Den,sữa tươi tran chau duong den,Sữa tươi
Sua Tuoi Matcha,sữa tươi matcha,Sữa tươi
Sua Tuoi Ti Duong Nutricare Metafresh,sữa tươi ti duong nutricare metafresh,Sữa tươi
Th True Milk Sữa Tươi Tt It Đường 110Ml,th true milk sữa tươi tt it đường,Sữa tươi
Sua Tuoi Tran Chau Duong Den,sữa tươi tran chau duong den,Sữa tươi
Size M - Sua Tuoi Tc Duong Den,size m - sữa tươi tc duong den,Sữa tươi
Sua Tuoi Tran Chau Duong Den (M),sữa tươi tran chau duong den m,Sữa tươi
Sua Tuoi Kem Trung Chay (M),sữa tươi kem trung chay m,Sữa tươi
Sua Tuoi Kem Trung Chay (L),sữa tươi kem trung chay l,Sữa tươi
Sua Tuoitt Th Ngchat 2,sua tuoitt th ngchat 2,Sữa tươi
Sua Tuoitt Th Ngchat,sua tuoitt th ngchat,Sữa tươi
Sua Tuoi Kem Pho Mai Man,sữa tươi kem pho mai man,Sữa tươi
Sua Tuoi Tran Chau Duong Den (L),sữa tươi tran chau duong den l,Sữa tươi
Sua Tuoi Tran Chau Caramel,sữa tươi tran chau caramel,Sữa tươi
Sua Tuoi Tran Chau Duong Den,sữa tươi tran chau duong den,Sữa tươi
Sua Tuoi Duong Den 1,sữa tươi duong den 1,Sữa tươi
Sua Tuoi Tran Chau Duong Den (M/Ice),sữa tươi tran chau duong den m/ice,Sữa tươi
Meiji Pasteurized Milk Lactose Free (946Ml) Sua Tuoi Thanh Trung Meiji Khong Lactose,meiji pasteurized milk lactose free sữa tươi thanh trung meiji khong lactose,Sữa tươi
Thtrue Milk Sua Tuoi Tt It Duong 110Ml,thtrue milk sữa tươi tt it duong,Sữa tươi
Thtrue Milk Sua Tuoi Tt It Duong 220Ml,thtrue milk sữa tươi tt it duong,Sữa tươi
Thtrue Milk Sua Tuoi Tt Socola 110Ml,thtrue milk sữa tươi tt socola,Sữa tươi
Th True Milk Sữa Tươi Tt Socola 110Ml,th true milk sữa tươi tt socola,Sữa tươi
Th True Milk Sua Tuoi Tt Socola 110Ml,th true milk sữa tươi tt socola,Sữa tươi
Vinamilk Sdd Khong Duong F220Ml,vinamilk sdd khong duong f220ml,Sữa tươi
Sua Uong Len Men Huong Dau Betagen Chai 300Ml,sua uong len men huong dau betagen chai,Sữa tươi
Sua Tuoi Lothamilk,sữa tươi lothamilk,Sữa tươi
Thtrue Milk Sua Tuoi Tt N.Chat Hop 1L,thtrue milk sữa tươi tt n chat hop,Sữa tươi
Dutch Lady Sua Tiet Trung Socola 180Ml,dutch lady sua tiet trung socola,Sữa tươi
Dutch Lady Sua Tiet Trung Co Duong 180Ml,dutch lady sua tiet trung co duong,Sữa tươi
Dutch Lady Sua Tiet Trung Socola 180Ml/1,dutch lady sua tiet trung socola /1,Sữa tươi
Sua Tuoi 3T - (Cai),sữa tươi 3t - cai,Sữa tươi
Thtrue Milk Sua Tuoi Tt N.Chat 220Ml,thtrue milk sữa tươi tt n chat,Sữa tươi
Vinamilk Sdd Khong Duong F220Ml,vinamilk sdd khong duong f220ml,Sữa tươi
Thtrue Milk Sua Tuoi Tt It Duong 220Ml,thtrue milk sữa tươi tt it duong,Sữa tươi
Thtrue Milk 50A Tt Co Duong 110Ml,thtrue milk 50a tt co duong,Sữa tươi
Sua Tuoi Vnm Tui Khong Duong 220Ml - (Goi),sữa tươi vnm tui khong duong - goi,Sữa tươi
Sua Tuoith Nghcat 2,sua tuoith nghcat 2,Sữa tươi
Sua Tuoi Tt Nghcat 2,sữa tươi tt nghcat 2,Sữa tươi
Sua Tuoitt Th Ngchat,sua tuoitt th ngchat,Sữa tươi
Thtrue Milk Sua Tuoi Tt N. Chat Hop 1L 8935217400027,thtrue milk sữa tươi tt n chat hop 8935217400027,Sữa tươi
Sữa Tươi Matcha,sữa tươi matcha,Sữa tươi
Sữa Tươi Đường Đen Mochi Kẹo Dài L,sữa tươi đường đen mochi kẹo dài l,Sữa tươi
Sữa Tươi Trần,sữa tươi trần,Sữa tươi
Sữa Tươi Môn Nghĩen (L),sữa tươi môn nghĩen l,Sữa tươi
Sua Chua Uong Duong Nutimilk Hop 100G (Cb),sua chua uong duong nutimilk hop 100g cb,Sữa tươi
Sữa Tươi Trân Châu Đường Đen,sữa tươi trân châu đường đen,Sữa tươi
Thtrue Milk Sua Tuoi Tt Co Duong 220Ml,thtrue milk sữa tươi tt co duong,Sữa tươi
Sua Tuoi Vinamilk 1L,sữa tươi vinamilk,Sữa tươi
Sua Tuoi Pho Mai Tuoi M,sữa tươi pho mai tuoi m,Sữa tươi
Sua Tuoi Tran Chau Duong Den M,sữa tươi tran chau duong den m,Sữa tươi
Thtrue Milk Sua Tt Topkid Vani 180Ml,thtrue milk sua tt topkid vani,Sữa tươi
